composite_error,center_error,pva_magnitude,circular_std,cwce,angular_Zscore,nmse,error_message,g_cosine,glob_inh,w_inh
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.99398798 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.98496994 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.97895792 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.99098196 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.96993988 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.9759519 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.97294589 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.98196393 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.96693387 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.96392786 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.96092184 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.95791583 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.95190381 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.9488978 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.93687375 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.94288577 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.98797595 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.93987976 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.94589178 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.93386774 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.93086172 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.92785571 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.92184369 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.9248497 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.91583166 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.91282565 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.90981964 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.91883768 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.90681363 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.90380762 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.95490982 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.89779559 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.9008016 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.89478958 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.88577154 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.88877756 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.89178357 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.88276553 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.87675351 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.86773547 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.86472946 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.87374749 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.87074148 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.86172345 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.85871743 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.85571142 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.8496994 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.85270541 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.83466934 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.84368737 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.84669339 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.83166333 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.84068136 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.82865731 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.87975952 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.8256513 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.82264529 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.81663327 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.81963928 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.80761523 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.81062124 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.79859719 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.81362725 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.80460922 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.83767535 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.80160321 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.79559118 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.79258517 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.78356713 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.78957916 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.78657315 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.78056112 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.7745491 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.76853707 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.77755511 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.77154309 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.76252505 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.75951904 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.75651303 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.750501 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.74749499 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.75350701 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.74448898 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.74148297 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.72945892 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.73847695 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.73246493 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.72645291 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.72344689 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.76553106 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.72044088 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.71142285 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.70841683 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.6993988 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.71743487 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.71442886 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.70240481 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.70541082 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.69639279 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.73547094 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.69338677 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.69038076 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.68737475 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.68136273 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.68436874 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.66332665 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.6753507 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.67835671 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.66633267 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.67234469 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.66933868 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.65731463 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.64829659 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.65130261 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.65430862 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.66032064 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.64529058 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.64228457 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.63927856 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.63326653 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.6242485 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.63627255 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.62725451 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.62124248 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.61823647 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.61222445 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.60921844 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.61523046 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.60621242 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.60320641 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.59719439 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.6002004 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.59118236 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.59418838 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.63026052 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.58817635 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.58517034 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.57915832 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.5761523 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.57014028 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.57314629 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.56713427 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.56412826 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.55811623 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.56112224 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.55511022 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.55210421 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.5490982 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.54008016 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.54308617 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.54609218 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.58216433 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.53106212 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.53707415 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.53406814 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.52805611 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.52204409 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.51903808 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.51002004 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.51302605 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.51603206 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.50701403 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.50400802 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.49799599 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.49498998 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.49198397 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.48897796 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.501002 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.5250501 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.48597194 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.47094188 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.48296593 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.47995992 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.47695391 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.46793587 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.46492986 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.45891784 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.46192385 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.45591182 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.45290581 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.44088176 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.4498998 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.44689379 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.44388778 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.42885772 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.43787575 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.43186373 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.43486974 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.4739479 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.4258517 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.41983968 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.41683367 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.41382766 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.41082164 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.40480962 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.40781563 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.3987976 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.40180361 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.39579158 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.39278557 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.38977956 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.38677355 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.42284569 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.3747495 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.38076152 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.37174349 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.36873747 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.38376754 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.37775551 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.36573146 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.35971944 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.35370741 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.35671343 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.3507014 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.34769539 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.33867735 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.34468938 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.34168337 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.33567134 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.33266533 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.32665331 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.32364729 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.32965932 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.31763527 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.36272545 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.31162325 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.31462926 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.30861723 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.30561122 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.2995992 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.30260521 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.29358717 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.29659319 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.29058116 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.28757515 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.28456914 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.28156313 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.32064128 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.27855711 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.2755511 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.26352705 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.25751503 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.26653307 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.27254509 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.26953908 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.26052104 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.25150301 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.24849699 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.24549098 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.23947896 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.23346693 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.24248497 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.23647295 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.22745491 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.23046092 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.2244489 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.22144289 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.21843687 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.25450902 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.21242485 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.20340681 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.20641283 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.2004008 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.20941884 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.19138277 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.19739479 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.19438878 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.18837675 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.18537074 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.17635271 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.17935872 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.18236473 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.17334669 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.17034068 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.16733467 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.21543086 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.16432866 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.15831663 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.16132265 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.15531062 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.14629259 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.14328657 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.1492986 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.14028056 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.1252505 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.13426854 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.13727455 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.12825651 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.12224449 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,28.36734694 uV,True,-1.13126253 mV
